shopTitle,price,title,auction,item_id,realSales,procity,Trade-in,Free Shipping Insurance,Free Shipping,Global Purchase,Charity Goods,CPU Model,Camera Pixel,Charging Power,Screen Size
火火数码店,3899.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro苹果13promax国行双卡全网通5g正品手机,item.taobao.com/item.htm?id=772851524860&ns=1&abbucket=15#detail,772851524860,9人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
中国联通官方旗舰店,9599.00,【12期免息】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max手机官方旗舰店官网授权全新国行正品分期免息,detail.tmall.com/item.htm?id=738870165883&ns=1&abbucket=15,738870165883,7人付款,北京,1,0,1,0,0,A17 Pro 芯片,4800万,,6.7英寸
盛远数码臻选,4068.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro国行正品苹果13Pro手机<span class=H>iPhone</span>13promax,item.taobao.com/item.htm?id=776318741042&ns=1&abbucket=15#detail,776318741042,18人付款,广东 深圳,0,0,1,0,1,A15,4800万,20W,
嘉美科技数码,3399.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13promax分期免息正品5G全网通,item.taobao.com/item.htm?id=742432970898&ns=1&abbucket=15#detail,742432970898,9人付款,上海,0,0,1,0,1,A15,1200万,20W,
武汉洋帆科技,6699.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro手机官方正品5G苹果<span class=H>15</span>pro手机 武汉闪送,item.taobao.com/item.htm?id=739926692462&ns=1&abbucket=15#detail,739926692462,6人付款,湖北 武汉,0,0,1,0,1,A17 Pro 芯片,4800万,20W,
麦克的二手原装iPhone,4499.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>Plus国行正品资源机原装苹果<span class=H>15</span> 6.7英寸,item.taobao.com/item.htm?id=747813481539&ns=1&abbucket=15#detail,747813481539,12人付款,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800万,20W,
久汇数码专营店,4869.00,现货送碎屏险24期分期Apple/苹果<span class=H>iPhone</span> 14 Plus手机5G新款苹果14plus官方旗舰店<span class=H>iphone</span><span class=H>15</span>plus官方<span class=H>15</span>promax,detail.tmall.com/item.htm?id=684065975180&ns=1&abbucket=15,684065975180,7人付款,广东 深圳,1,0,1,0,0,A15 仿生芯片,1200万,,6.7英寸
凡人数码通讯,3796.00,Apple/苹果 <span class=H>iPhone</span> 13手机苹果13国行5G正品原封全网通全新未激活,item.taobao.com/item.htm?id=685599685833&ns=1&abbucket=15#detail,685599685833,5人付款,江苏 南京,1,0,1,0,0,A15,1200万,20W,
风云数码,3378.00,【现货速发】Apple/苹果 <span class=H>iPhone</span> 14国行全网通5G手机苹果14Plus,item.taobao.com/item.htm?id=773430184490&ns=1&abbucket=15#detail,773430184490,42人付款,广东 深圳,0,0,1,0,0,A15 仿生芯片,1200万,20W,
上海睿泰数码,6799.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max国行手机苹果<span class=H>15</span>pro手机<span class=H>15</span>promax,item.taobao.com/item.htm?id=773448843614&ns=1&abbucket=15#detail,773448843614,29人付款,上海,0,0,1,0,0,A17 Pro 芯片,4800万,20W,
优宝泰数码,3730.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13Pro苹果13promax国行手机,item.taobao.com/item.htm?id=775792774198&ns=1&abbucket=15#detail,775792774198,26人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
iPhone 在线商店,3329.00,Apple/苹果 <span class=H>iPhone</span> 14 国行正品5G全网通原装苹果14手机双卡双待,item.taobao.com/item.htm?id=727551138028&ns=1&abbucket=15#detail,727551138028,3人付款,广东 深圳,1,0,1,0,1,A15 仿生芯片,1200万,20W,
太平洋实体店,5549.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 6.7寸国行正品上海实体店闪送,item.taobao.com/item.htm?id=739437422178&ns=1&abbucket=15#detail,739437422178,7人付款,上海,0,0,1,0,0,A16 仿生芯片,4800万,20W,
喜聚堂数码店,2995.00,Apple/苹果 <span class=H>iPhone</span> 13原装正品苹果13国行机双卡双待全网通5G手机,item.taobao.com/item.htm?id=772824159607&ns=1&abbucket=15#detail,772824159607,4人付款,广东 深圳,0,0,1,0,0,A15,双1200万,20W,
南昌非凡电讯商贸企业店,8520.00,【新品】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 钛金属6.7英寸 全网通5G,item.taobao.com/item.htm?id=740165817696&ns=1&abbucket=15#detail,740165817696,8人付款,江西 南昌,0,0,1,0,0,A17 Pro 芯片,4800万,20W,
爱球数码手机店,3350.00,【现货速发】Apple/苹果 <span class=H>iPhone</span> 14苹果14plus 14promax国行手机,item.taobao.com/item.htm?id=716946279666&ns=1&abbucket=15#detail,716946279666,7人付款,广东 深圳,1,0,1,1,0,A15 仿生芯片,1200万,20W,
泰兴优选数码,5022.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max全网通5G 正品手机分期苹果13现货,item.taobao.com/item.htm?id=731699629232&ns=1&abbucket=15#detail,731699629232,18人付款,广东 深圳,0,0,1,0,1,A15,1200万,20W,
东洋倒爷家 专注苹果全球代购,3849.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus全新国行港美澳6.7寸手机Promax全网5G,item.taobao.com/item.htm?id=739044355386&ns=1&abbucket=15#detail,739044355386,29人付款,天津,0,0,1,1,1,A16 仿生芯片,4800万,20W,
成都科技前沿通讯,3955.00,现货新款Apple/苹果 <span class=H>iPhone</span> 14国行原封苹果手机官网正品14Plus,item.taobao.com/item.htm?id=684455999076&ns=1&abbucket=15#detail,684455999076,12人付款,四川 成都,0,0,1,0,1,A15 仿生芯片,1200万,20W,
赛信数码,6328.00,【香菇宠粉嘉年华】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 国行正品 苹果手机,item.taobao.com/item.htm?id=776076909439&ns=1&abbucket=15#detail,776076909439,12人付款,广东 深圳,0,0,1,0,0,A17 Pro 芯片,4800万,20W,
香港优品数码通讯,3280.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13promax新款正品全网通5G手机,item.taobao.com/item.htm?id=768243567221&ns=1&abbucket=15#detail,768243567221,13人付款,香港 香港岛,0,0,1,0,1,A15,1200万,20W,
浙江苹果源销售服务中心,3789.00,Apple/苹果 <span class=H>iPhone</span> 13 新款2021年原封未激活国行三网通 现货即发,item.taobao.com/item.htm?id=655805002009&ns=1&abbucket=15#detail,655805002009,34人付款,浙江 杭州,0,0,1,0,0,A15,双1200万,20W,
卡妮新机,3678.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 6.7寸屏幕新款灵动岛苹果<span class=H>15</span> PLUS正品,item.taobao.com/item.htm?id=742993911574&ns=1&abbucket=15#detail,742993911574,24人付款,上海,1,0,1,1,1,A16 仿生芯片,4800万,20W,
iPhone云选专区,3450.00,Apple/苹果 <span class=H>iPhone</span> 14 国行正品双卡5G 6.1寸苹果14手机原装正品,item.taobao.com/item.htm?id=687414068522&ns=1&abbucket=15#detail,687414068522,2人付款,广东 深圳,1,0,1,0,1,A15 仿生芯片,1200万,20W,
奇迹数码严选,3198.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro国行正品全网通5G双卡智能手机顺丰包邮,item.taobao.com/item.htm?id=759438328687&ns=1&abbucket=15#detail,759438328687,17人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
卡妮新机,2488.00,Apple/苹果 <span class=H>iPhone</span> 14 新款 苹果14 原装 正品 现货发出 顺丰包邮,item.taobao.com/item.htm?id=712795255129&ns=1&abbucket=15#detail,712795255129,32人付款,上海,1,0,1,1,1,A15 仿生芯片,1200万,20W,
至尊果粉专享店,2058.00,Apple/苹果 <span class=H>iPhone</span> SE (第三代国行5G全网通单卡se3手机原装正品,item.taobao.com/item.htm?id=773420558119&ns=1&abbucket=15#detail,773420558119,42人付款,广东 广州,0,0,1,0,0,A15,1200万,18W,
重庆风雨通讯,8600.00,苹果<span class=H>iphone</span><span class=H>15</span>promaxApple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max国行正品,item.taobao.com/item.htm?id=740398907520&ns=1&abbucket=15#detail,740398907520,7人付款,重庆,0,0,1,0,1,A17 Pro 芯片,4800万,20W,
盼旺数码,3539.00,Apple/苹果 <span class=H>iPhone</span> 14移动联通电信全网通5G国行双卡14Plus14手机,item.taobao.com/item.htm?id=769594995665&ns=1&abbucket=15#detail,769594995665,18人付款,广东 深圳,0,0,1,0,0,A15 仿生芯片,1200万,20W,
东尼乐园,3550.00,【大连东尼乐园】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 原装正品全网通5G,item.taobao.com/item.htm?id=740019033462&ns=1&abbucket=15#detail,740019033462,8人付款,辽宁 大连,0,0,1,0,0,A16 仿生芯片,4800万,20W,
独贩数码正品,4530.00,澳门香港代购Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 6.1寸首发国行现货港行,item.taobao.com/item.htm?id=738622340746&ns=1&abbucket=15#detail,738622340746,8人付款,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800万,20W,
聚巢数码,2059.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max手机苹果13Pro全网通5G手机苹果13,item.taobao.com/item.htm?id=776120401575&ns=1&abbucket=15#detail,776120401575,6人付款,广东 深圳,1,0,1,0,0,A15,1200万,20W,
优越数码,4288.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13promax国行双卡全网通5G手机,item.taobao.com/item.htm?id=744502459329&ns=1&abbucket=15#detail,744502459329,11人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
金运通讯,8499.00,新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max旗舰手机5G官方国行正品手机,item.taobao.com/item.htm?id=738816057871&ns=1&abbucket=15#detail,738816057871,4人付款,北京,1,0,1,0,0,A17 Pro 芯片,4800万,20W,
苏宁易购官方旗舰店,5569.00,【享24期免息】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 移动联通全网通新品手机,detail.tmall.com/item.htm?id=628074833438&ns=1&abbucket=15,628074833438,1人付款,江苏 南京,1,0,1,0,0,A16 仿生芯片,4800万,,6.1英寸
金凤祥数码 皇冠九年老店,4276.00,Apple/苹果<span class=H>iPhone</span> <span class=H>15</span> Pro国行版官方正品旗舰百亿补贴美网卡贴Max,item.taobao.com/item.htm?id=742532218792&ns=1&abbucket=15#detail,742532218792,12人付款,广东 深圳,1,0,1,0,1,A17 Pro 芯片,4800万,20W,
聚千通讯,2600.00,Apple/苹果 <span class=H>iPhone</span> 13 苹果13 Pro Max 国行双卡全网通手机分期14,item.taobao.com/item.htm?id=773142586774&ns=1&abbucket=15#detail,773142586774,0人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
壹得Yide数码,2983.00,Apple/苹果 <span class=H>iPhone</span> 13苹果13promax全网通双卡5G手机<span class=H>iPhone</span>13pro,item.taobao.com/item.htm?id=770521418364&ns=1&abbucket=15#detail,770521418364,25人付款,广东 深圳,0,0,1,1,0,A15,1200万,20W,
杭州百脑汇宏泰数码实体店,3830.00,Apple/苹果<span class=H>iPhone</span> 13支持移动联通电信5G双卡双待国行苹果13手机,item.taobao.com/item.htm?id=655463452902&ns=1&abbucket=15#detail,655463452902,4人付款,浙江 杭州,0,0,1,0,0,A15,双1200万,20W,
毅麟数码,3000.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13promax全网通5G手机分期免息,item.taobao.com/item.htm?id=774194706979&ns=1&abbucket=15#detail,774194706979,18人付款,广东 深圳,1,0,1,0,0,A15,1200万,20W,
金凤祥数码 皇冠九年老店,3342.00,Apple/苹果<span class=H>iPhone</span> <span class=H>15</span>国行版官方官网正品旗舰资源美卡贴百亿补贴,item.taobao.com/item.htm?id=743649964012&ns=1&abbucket=15#detail,743649964012,9人付款,广东 深圳,1,0,1,0,1,A16 仿生芯片,4800万,20W,
熊猫优选数码,3250.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max 原装正品13pro 全网通5G 十三分期,item.taobao.com/item.htm?id=744167377101&ns=1&abbucket=15#detail,744167377101,4人付款,广东 深圳,0,0,1,0,1,A15,1200万,20W,
iPhone上海店,2988.00,Apple/苹果 <span class=H>iPhone</span> 13国行双卡5G全网通手机「顺丰包邮」,item.taobao.com/item.htm?id=777798270332&ns=1&abbucket=15#detail,777798270332,29人付款,广东 广州,0,0,1,0,0,A15,1200万,20W,
上海鑫诚科技,3999.00,Apple/苹果 <span class=H>iPhone</span> 14手机苹果双卡14plus国行14手机<span class=H>iphone</span>苹果14,item.taobao.com/item.htm?id=758772595644&ns=1&abbucket=15#detail,758772595644,3人付款,上海,1,0,1,0,0,A15 仿生芯片,1200万,20W,
麦克的二手原装iPhone,3699.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro 6.1英寸全网通5G正品高刷原装支持验机,item.taobao.com/item.htm?id=722698225087&ns=1&abbucket=15#detail,722698225087,46人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
盼旺数码,3776.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro全网通5G正品苹果13pm智能手机现货速发,item.taobao.com/item.htm?id=739607047153&ns=1&abbucket=15#detail,739607047153,19人付款,广东 深圳,0,0,1,0,1,A15,1200万,20W,
武汉老石,2520.00,代购Apple/苹果 <span class=H>iPhone</span> 14新款正品国行5G全网通手机分期,item.taobao.com/item.htm?id=732181987489&ns=1&abbucket=15#detail,732181987489,9人付款,广东 深圳,0,0,1,0,0,A15 仿生芯片,1200万,20W,
果粉优选,2364.00,现货Apple/苹果 <span class=H>iPhone</span> 13 mini苹果13promax 手机国行全国联保,item.taobao.com/item.htm?id=710433433769&ns=1&abbucket=15#detail,710433433769,9人付款,广东 深圳,1,0,1,1,0,A15,1200万,20W,
大胡子1987,3780.00,新款Apple/苹果 <span class=H>iPhone</span> 13 国行5G 手机 苹果<span class=H>iPhone</span> 13 mini 手机,item.taobao.com/item.htm?id=655914838636&ns=1&abbucket=15#detail,655914838636,5人付款,上海,0,0,1,0,0,A15,1200万,20W,
武汉钓鱼数码,3750.00,Apple/苹果 <span class=H>iPhone</span> 14 Plus  双卡双待5G手机 6.7 英寸 14普拉斯,item.taobao.com/item.htm?id=707884064214&ns=1&abbucket=15#detail,707884064214,24人付款,湖北 武汉,0,0,1,0,0,A15 仿生芯片,1200万,20W,
蘑菇酱数码,3860.00,12期分期免息/Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus国行BS花呗HK未激活手机,item.taobao.com/item.htm?id=719378634092&ns=1&abbucket=15#detail,719378634092,14人付款,广东 深圳,1,0,0,1,0,A16 仿生芯片,4800万,20W,
iPhone优品店,4208.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max 国行苹果mini 苹果13promax5G手机,item.taobao.com/item.htm?id=775740506209&ns=1&abbucket=15#detail,775740506209,1人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
麦克先生腾讯员工创业店,3800.00,Apple/苹果 <span class=H>iPhone</span> 13  5G全网通手机  6.1英寸 全新原装正品国行,item.taobao.com/item.htm?id=655459904810&ns=1&abbucket=15#detail,655459904810,14人付款,北京,1,0,1,0,0,A15,1200万,20W,
上海讯杰数码,3999.00,Apple/苹果 <span class=H>iPhone</span> 14 Plus手机苹果14双卡苹果14 plus国行手机,item.taobao.com/item.htm?id=722278484018&ns=1&abbucket=15#detail,722278484018,2人付款,上海,1,0,1,0,0,A15 仿生芯片,1200万,20W,
Ai果粉数码店,3504.00,Apple/苹果 <span class=H>iPhone</span> 14 Plus国行双卡苹果14plus全网通原装苹果14,item.taobao.com/item.htm?id=733240617761&ns=1&abbucket=15#detail,733240617761,13人付款,广东 深圳,1,0,1,0,1,A15 仿生芯片,1200万,20W,
致远科技店,4390.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro 苹果13ProMax 苹果13promax正品手机,item.taobao.com/item.htm?id=749721329063&ns=1&abbucket=15#detail,749721329063,23人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
蘑菇酱数码,4620.00,12期分期免息/Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro国行BS花呗JP未激活手机,item.taobao.com/item.htm?id=718969244282&ns=1&abbucket=15#detail,718969244282,20人付款,广东 深圳,1,0,0,1,0,A17 Pro 芯片,4800万,20W,
成都IT店,3759.00,Apple/苹果 <span class=H>iPhone</span> 13全新官方正品原封国行5G花呗分期现货,item.taobao.com/item.htm?id=655911945508&ns=1&abbucket=15#detail,655911945508,4人付款,四川 成都,0,0,1,0,1,A15,双1200万,20W,
威创数码,2488.00,Apple/苹果 <span class=H>iPhone</span> 13 mini/ <span class=H>iPhone</span>13pro/Max手机苹果13全网通5G,item.taobao.com/item.htm?id=741120450989&ns=1&abbucket=15#detail,741120450989,2人付款,广东 深圳,0,0,1,0,1,A15,1200万,20W,
淘机宝贝屋,4322.00,新品Apple/苹果 <span class=H>iPhone</span> 14 国行正品5G全国联保苹果手机14 pro,item.taobao.com/item.htm?id=684065602119&ns=1&abbucket=15#detail,684065602119,6人付款,江苏 南京,1,0,1,0,1,A15 仿生芯片,1200万,20W,
掌上正品手机数码,3188.00,【现货速发】Apple/苹果 <span class=H>iPhone</span> 13 苹果13pro max新款苹果5g手机,item.taobao.com/item.htm?id=738625063726&ns=1&abbucket=15#detail,738625063726,1人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
iphone甄选果粉店,2880.00,国行Apple/苹果 <span class=H>iPhone</span> 13 Pro Max双卡手机<span class=H>iphone</span>13promax苹果13,item.taobao.com/item.htm?id=757046806734&ns=1&abbucket=15#detail,757046806734,34人付款,广东 广州,1,0,1,0,0,A15,1200万,20W,
一信通讯,8500.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max国行苹果<span class=H>15</span>promax手机5G官方正品,item.taobao.com/item.htm?id=738800453964&ns=1&abbucket=15#detail,738800453964,10人付款,广东 广州,1,0,1,0,1,A17 Pro 芯片,4800万,35W,
久汇数码专营店,4719.00,24期免息送碎屏险当天发货Apple/苹果 <span class=H>iPhone</span> 14苹果13手机5G版苹果官方旗舰国行正品<span class=H>iPhone</span><span class=H>15</span>官网13promax,detail.tmall.com/item.htm?id=683461061765&ns=1&abbucket=15,683461061765,9人付款,广东 深圳,1,0,1,0,0,A15 仿生芯片,1200万,,6.1英寸
iPhone云选专区,2730.00,Apple/苹果 <span class=H>iPhone</span> 13  国行正品双卡三网通5G 6.1寸手机原装正品,item.taobao.com/item.htm?id=727438275752&ns=1&abbucket=15#detail,727438275752,13人付款,广东 深圳,1,0,1,0,1,A15,1200万,20W,
翼天下天翼电信旗舰店,6199.00,【赠壳膜套装】Apple/苹果<span class=H>iPhone</span> <span class=H>15</span> Plus全网通5G手机原装国行正品中国电信天翼官方旗舰店,detail.tmall.com/item.htm?id=738629700940&ns=1&abbucket=15,738629700940,5人付款,江苏 南京,1,0,1,0,0,A16 仿生芯片,4800万,,6.7英寸
v浩博科技v,3420.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> US限制版需改卡<span class=H>15</span>Plus新款海外版苹果<span class=H>15</span>,item.taobao.com/item.htm?id=741259407569&ns=1&abbucket=15#detail,741259407569,17人付款,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800万,20W,
鲁信数码手机店,6658.00,新品Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro国行正品旗舰手机苹果<span class=H>15</span>pro全网通,item.taobao.com/item.htm?id=739530051795&ns=1&abbucket=15#detail,739530051795,24人付款,河南 郑州,1,0,1,0,0,A17 Pro 芯片,4800万,20W,
iPhone 在线商店,3699.00,Apple/苹果 <span class=H>iPhone</span> 14 Plus 国行正品5G全网通原装苹果14Plus手机,item.taobao.com/item.htm?id=712167344281&ns=1&abbucket=15#detail,712167344281,2人付款,广东 深圳,1,0,1,0,1,A15 仿生芯片,1200万,20W,
香港诚信达通讯科技,3280.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max 正品全网通5G苹果13ProMax手机,item.taobao.com/item.htm?id=775622822643&ns=1&abbucket=15#detail,775622822643,6人付款,香港 九龙,0,0,1,0,1,A15,1200万,20W,
028智能手机网  专注苹果华为oppo,1780.00,Apple/苹果 <span class=H>iPhone</span> SE (第三代5G SE3原装正品指纹手机国行4.7寸,item.taobao.com/item.htm?id=684661933972&ns=1&abbucket=15#detail,684661933972,4人付款,四川 成都,0,0,1,0,0,A15,1200万,20W,
重庆风雨通讯,6760.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro全新6.1英寸苹果<span class=H>15</span>pro 国行手机 钛金属,item.taobao.com/item.htm?id=740399627785&ns=1&abbucket=15#detail,740399627785,5人付款,重庆,0,0,1,0,1,A17 Pro 芯片,4800万,20W,
前线数码,3550.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro苹果13ProMax全网通5G手机现货分期免息,item.taobao.com/item.htm?id=743718949922&ns=1&abbucket=15#detail,743718949922,2人付款,上海,0,0,1,0,1,A15,1200万,20W,
iPhone优品店,3528.00,Apple/苹果 <span class=H>iPhone</span> 14 苹果14全网通5G双卡<span class=H>iPhone</span>14手机国行手机,item.taobao.com/item.htm?id=714537599048&ns=1&abbucket=15#detail,714537599048,13人付款,广东 深圳,0,0,1,0,1,A15 仿生芯片,1200万,20W,
天天科技店,3100.00,分期免息Apple/苹果 <span class=H>iPhone</span> 13 国行双卡双待5G正品13ProMax手机,item.taobao.com/item.htm?id=742939813691&ns=1&abbucket=15#detail,742939813691,5人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
淘宝珍库3C数码馆,6688.00,【tvb识货专属】准新品 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 正品 现货速发,item.taobao.com/item.htm?id=775007661625&ns=1&abbucket=15#detail,775007661625,7人付款,浙江 杭州,0,0,1,0,0,A17 Pro 芯片,4800万,20W,
为淘而卖,2364.00,Apple/苹果 <span class=H>iPhone</span> 13pro苹果13promax 13mini国行手机全国联保,item.taobao.com/item.htm?id=730653610824&ns=1&abbucket=15#detail,730653610824,23人付款,广东 深圳,1,0,1,1,0,A15,1200万,20W,
iPhone优品店,4158.00,Apple/苹果 <span class=H>iPhone</span> 14 Plus 全网通正品苹果14promax苹果14手机,item.taobao.com/item.htm?id=714137061891&ns=1&abbucket=15#detail,714137061891,13人付款,广东 深圳,0,0,1,0,1,A15 仿生芯片,1200万,20W,
接地数码,2850.00,【现货】Apple/苹果 <span class=H>iPhone</span> 14全新机美改双卡无锁版QPE卡贴plus,item.taobao.com/item.htm?id=692642589750&ns=1&abbucket=15#detail,692642589750,7人付款,广东 深圳,1,0,1,1,0,A15 仿生芯片,1200万,20W,
oksj数码旗舰店,6059.00,【24期免息】送快充头Apple/苹果 <span class=H>iPhone</span><span class=H>15</span> Plus手机新款苹果<span class=H>15</span>系列官方旗舰店官网正品<span class=H>15</span>promax直减14,detail.tmall.com/item.htm?id=684552867793&ns=1&abbucket=15,684552867793,5人付款,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800万,,6.7英寸
厦门亿信通信,7640.00,厦门现货Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max官方正品<span class=H>15</span>promax旗舰手机,item.taobao.com/item.htm?id=740127877654&ns=1&abbucket=15#detail,740127877654,8人付款,福建 厦门,0,0,1,0,0,A17 Pro 芯片,4800万,20W,
亿豪电子科技,6595.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro国行正品苹果<span class=H>15</span>旗舰5G手机,item.taobao.com/item.htm?id=771438074987&ns=1&abbucket=15#detail,771438074987,8人付款,山东 济南,0,0,1,0,0,A17 Pro 芯片,4800万,20W,
麦克先生腾讯员工创业店,4390.00,Apple/苹果 <span class=H>iPhone</span> 14 5G全网通手机 6.1英寸全新原装国行正品,item.taobao.com/item.htm?id=683446541822&ns=1&abbucket=15#detail,683446541822,9人付款,北京,1,0,1,0,1,A15 仿生芯片,1200万,20W,
亿豪电子科技,8425.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max国行正品苹果<span class=H>15</span>旗舰5G手机,item.taobao.com/item.htm?id=771462521368&ns=1&abbucket=15#detail,771462521368,7人付款,山东 济南,0,0,1,0,0,A17 Pro 芯片,4800万,20,
润森数码旗舰店,4899.00,【24期免息 顺丰发货】Apple/苹果 <span class=H>iPhone</span> 14 2022新款5G手机A<span class=H>15</span>芯片三网通官网方国行正品旗舰pro店max,detail.tmall.com/item.htm?id=707261780744&ns=1&abbucket=15,707261780744,3人付款,广东 深圳,1,0,1,0,0,A15 仿生芯片,1200万,,6.1英寸
刘先生的手机铺,3350.00,Apple/苹果 <span class=H>iPhone</span> 13 mini原装正品13全网通ProMax成都闪送花呗,item.taobao.com/item.htm?id=730773666640&ns=1&abbucket=15#detail,730773666640,9人付款,四川 成都,0,0,1,0,0,A15,1200万,20W,
爱球数码手机店,2399.00,【现货速发】Apple/苹果 <span class=H>iPhone</span> 13 mini苹果13promax国行手机,item.taobao.com/item.htm?id=740521539156&ns=1&abbucket=15#detail,740521539156,19人付款,广东 深圳,1,0,1,1,0,A15,1200万,20W,
新纪元数码,4048.00,赠屏险分期免息Apple/苹果 <span class=H>iPhone</span> 13 Pro Max国行正品双卡5G手机,item.taobao.com/item.htm?id=757705266581&ns=1&abbucket=15#detail,757705266581,26人付款,广东 深圳,1,0,1,0,0,A15,1200万,20W,
苹 果 13 理瑆数码汇,3550.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro5G苹果13国行正品十三双卡13ProMax手机,item.taobao.com/item.htm?id=768577172979&ns=1&abbucket=15#detail,768577172979,2人付款,广东 深圳,1,0,1,0,1,A15,1200万,20W,
六本木数码,6450.00,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro支持移动联通电信5G 全新原装 DL六本木,item.taobao.com/item.htm?id=738819209360&ns=1&abbucket=15#detail,738819209360,14人付款,浙江 宁波,0,0,1,0,0,A17 Pro 芯片,4800万,20W,
盈利数码通,4800.00,Apple/苹果 <span class=H>iPhone</span> 14 Plus 国行14ProMax苹果十四新款双卡5G手机,item.taobao.com/item.htm?id=711991936956&ns=1&abbucket=15#detail,711991936956,1人付款,广东 深圳,1,0,1,0,1,A15 仿生芯片,1200万,20W,
7号数码店,3680.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro苹果13promax国行全网5G手机,item.taobao.com/item.htm?id=661969277972&ns=1&abbucket=15#detail,661969277972,1人付款,广东 深圳,0,0,1,0,0,A15,1200万,20W,
光明电讯,3380.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13promax全新正品全网通5G手机,item.taobao.com/item.htm?id=770724222292&ns=1&abbucket=15#detail,770724222292,3人付款,香港 九龙,0,0,1,0,0,A15,1200万,20W,
iphone数码仓,3065.00,分期免息Apple/苹果 <span class=H>iPhone</span> 13 Pro Max 苹果13pro新款苹果5G手机,item.taobao.com/item.htm?id=757781504105&ns=1&abbucket=15#detail,757781504105,46人付款,广东 深圳,1,0,1,0,0,A15,1200万,20W,
辰泓智晟数码手机店,4499.00,Apple/苹果 <span class=H>iPhone</span> 14 (A2884 支持移动联通电信5G 双卡双待手机,item.taobao.com/item.htm?id=762971777437&ns=1&abbucket=15#detail,762971777437,100+人付款,北京,0,0,1,0,0,A15 仿生芯片,1200万,20W,
南京精品数码,4158.00,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max国行正品零售机双卡5G手机南京发货,item.taobao.com/item.htm?id=765100406632&ns=1&abbucket=15#detail,765100406632,9人付款,江苏 南京,0,0,1,0,0,A15,1200万,20W,
